entry_point,image_base,size_of_image,size_code_section,dll_flag,num_sections,entropia_max,entropia_media,num_importaciones,num_dlls_importadas,num_exportaciones,file_size,label
13977,4194304,4423472,1470692,288,4,5.894291302031635,4.32230627579921,55,5,4,432036,0
14337,4194304,3836870,686036,320,5,6.332688103696111,4.458036914627845,210,19,0,1834733,0
8153,16777216,589601,396222,288,3,4.188326656114259,5.212316324984336,239,16,0,1222154,0
3529,4064601777,164942,34337,59147,2,7.342775527867251,7.433920664084735,24,1,1,49233,1
11284,4194304,823642,1828899,320,6,5.942948707078196,5.2552695936128115,242,14,3,4660809,0
14884,16777216,328833,1984016,352,3,4.945940037013427,3.6216937453920197,70,5,2,1641708,0
2038,4136775757,65297,32984,6248,10,7.586503711709686,6.979298426842421,15,3,1,70585,1
6277,4194304,1776860,749705,288,5,4.412288521521534,3.730971747245898,96,13,4,3596983,0
8973,16777216,2339880,1038324,288,5,5.802295475196692,4.285763991290804,89,9,2,693232,0
5920,16777216,2388719,1029455,320,4,4.322910490255994,4.916437960817528,91,9,4,1325987,0
9631,4194304,3675596,69324,256,4,5.203701068796996,3.541268576065095,184,7,1,3277204,0
9604,4194304,1863953,713046,256,6,5.424599720580021,4.852301051333033,109,9,2,2936333,0
1377,1670203396,85323,20782,55630,11,7.25723843885886,7.075529035921419,10,3,0,10986,1
7637,4194304,3045427,826778,288,6,5.7020564812330194,3.893539646998429,209,17,3,2203597,0
5913,4194304,520391,195639,288,5,5.127374122208426,3.8935161218378815,221,14,4,2035324,0
6559,4194304,3180157,1618135,288,6,4.736552764469184,4.043130741088155,236,13,2,2177008,0
15881,16777216,1352402,1563418,256,5,5.216774835358738,4.802483857565362,163,17,2,1628426,0
453,1703001415,73094,12350,59741,10,7.551086988150706,7.305651279719075,7,1,0,26915,1
2826,3168601988,105666,48107,32691,10,7.764205915652149,7.479283352811864,28,4,1,46675,1
2951,3395480534,107874,16561,43483,1,7.586577489974145,7.06556507634628,15,2,1,79781,1
3919,753433512,170171,12199,52911,1,7.543907965457727,7.222349869438807,29,4,1,51794,1
4930,4194304,985815,1054154,288,6,4.630626963804209,3.692154264344201,87,9,3,3899490,0
3501,2896065018,62143,4260,61794,11,7.29270560225043,7.4407667663289265,5,3,1,33479,1
8203,16777216,4119866,428918,256,5,4.76620094329645,4.34951538704118,79,17,1,893457,0
15108,4194304,1406965,1786157,288,3,5.021501919068125,4.886195557693422,145,15,3,3125695,0
8307,4194304,3784690,1551119,352,3,4.80854814490202,4.537265350693373,145,17,0,1975296,0
10295,4194304,2264594,1266258,320,4,5.506601630814463,5.250876479588483,65,13,2,2695505,0
2840,2993494129,187883,3398,55826,9,7.911430062954267,6.860564113215253,8,1,0,46949,1
10414,4194304,3483025,1388615,352,3,4.429382865171052,4.930410008644293,154,10,2,3313022,0
931,3109393596,27269,47571,7531,11,7.772599449481335,7.578063647164877,9,2,0,74631,1
8806,16777216,2759050,174031,256,6,5.626997403794705,3.587943336445891,140,9,1,3863613,0
5089,16777216,4677478,1676238,352,3,4.133377455862955,5.3217708061911955,222,17,1,515600,0
5407,4194304,1072283,1662457,288,6,5.034007850732216,4.014609529982729,132,19,0,3310595,0
902,1657592374,154802,23932,60548,9,7.559634692845696,7.351454308181778,26,4,0,75646,1
5863,16777216,495506,1674915,288,5,4.018641078559508,4.048135197391444,217,14,1,4956309,0
11737,16777216,539871,1677317,352,6,4.7536541699700425,4.775847499201647,130,19,0,251721,0
2864,3862765588,20535,36943,32965,2,7.812277081443061,7.515093191185493,14,4,1,34096,1
7978,16777216,1474881,1914373,352,4,5.083549388771266,5.262330641251879,198,9,2,702168,0
9578,16777216,4749002,1450253,352,6,6.141437942872976,4.74574931371387,239,8,4,2867016,0
16330,16777216,698060,53536,320,5,4.171845754946029,4.803710094324077,179,17,3,2200347,0
2543,4049538733,188320,16990,39175,9,7.203370177531317,7.097778268088153,16,1,1,19181,1
14106,4194304,4615670,1854619,352,6,6.193632286882389,4.698755935444295,65,7,3,4317686,0
8564,4194304,3200152,1386580,288,5,5.156575798706827,3.8236586896720777,155,13,2,3577080,0
743,3964218057,27273,37732,7748,11,7.6221449966614205,7.565098811189902,13,1,0,78026,1
9666,4194304,4050957,1480812,256,5,5.939008480566578,3.824653242675258,235,13,2,4469274,0
6241,16777216,3883365,1256056,320,5,4.5741308405989525,3.571059836058045,111,10,3,2964481,0
380,632625369,78201,40598,59299,11,7.680496702791299,6.95708751738751,2,1,0,6069,1
10647,4194304,837168,120618,288,6,4.313315024436127,4.366381111271811,242,8,2,216147,0
1583,1732319217,165171,16245,34747,1,7.603147732293931,7.075781246390355,19,4,0,22179,1
1458,2867399554,157100,1342,58681,2,7.248341868550527,7.5022322891616495,10,1,0,63152,1
8407,4194304,2734456,610620,256,6,4.000786049110218,5.431158603189052,238,14,4,66616,0
9771,16777216,2807158,147588,288,4,4.193879185653666,4.243004747653445,57,12,4,2351030,0
7174,4194304,3987871,1933148,288,4,4.8320134303065005,5.277007533579686,232,18,1,743018,0
7175,4194304,2241147,503414,288,3,5.486465548257033,5.171136349147755,177,5,3,3834971,0
3762,2401086981,132721,29138,18074,10,7.333693557286289,7.502723602008608,25,3,1,9484,1
9884,4194304,3086906,369605,288,5,6.123654546610403,3.9899617179803246,67,19,1,1722804,0
11990,4194304,3128217,1003567,288,3,4.0570006189374235,4.04339149454534,226,8,0,1628129,0
2097,3986430724,131414,47936,37878,9,7.232185895541185,6.849028298586024,6,1,1,53154,1
2797,2419192878,65846,4208,19739,2,7.622599075449978,7.206226613972501,7,4,1,25103,1
10278,16777216,620170,452739,320,4,4.558746552685269,4.257868822950944,220,6,0,61180,0
7874,4194304,1108462,426760,288,4,5.92332489879538,3.8259144915746086,52,5,1,4198062,0
6954,16777216,184551,1768495,352,3,6.298492310919359,3.5410860690562878,189,14,0,4807269,0
8653,16777216,4262435,1059996,320,4,4.830531946951655,4.992547627000619,134,7,4,1795615,0
10786,16777216,4881651,685288,256,3,5.120894393321147,4.154075384506762,166,15,2,91980,0
15888,4194304,3712358,608649,256,4,5.196233595353712,3.7974287879679967,169,5,4,228894,0
7744,4194304,2521011,41448,352,4,5.55370139383786,3.5473845506326223,174,15,0,2810403,0
13979,16777216,3743036,1607382,256,3,5.455417670611446,3.730055204860733,100,9,0,3227786,0
3145,2117422576,74971,6252,245,9,7.542733969309513,7.321726784303222,5,1,0,69516,1
11648,4194304,3943766,401892,320,4,5.005422747865805,3.8685741244697804,237,9,2,1300835,0
12863,4194304,4765068,1249724,288,3,4.134288412863064,4.88510709059581,89,10,2,1905366,0
9589,16777216,3705864,598020,352,3,5.773532287653312,3.556140023827914,50,10,3,4336688,0
3670,642259549,51601,4063,58882,2,7.6835791460116205,7.647902843134117,5,3,0,70604,1
1375,1053723487,43345,31102,13966,2,7.455730652248892,7.728305474877288,27,1,0,8192,1
8648,16777216,3539889,196230,320,3,4.758607243479485,5.337170898138263,172,7,2,2227078,0
1805,631668984,111916,22270,22641,10,7.739115666867735,7.682742947621586,17,3,1,36374,1
2248,1700780711,142256,15326,16833,9,7.5122071752707305,7.547286529455127,11,2,0,27961,1
644,4249178309,173196,43274,6918,10,7.3346733692217585,7.220636952167103,2,4,1,67815,1
7634,16777216,4005290,393062,352,3,4.401556937023842,4.969851177555398,213,11,0,1879068,0
3937,1021966639,60599,25329,2034,11,7.810654768476436,7.205417675295436,14,2,0,68096,1
1850,1560389182,194557,33952,51139,9,7.972764828602674,7.734232379590553,21,1,1,75131,1
13675,16777216,3700276,265082,352,5,6.040289003853207,3.8081438582080542,115,17,2,3360627,0
13805,16777216,2256367,208024,320,6,4.776004147575172,5.312431473094771,234,14,4,4230760,0
6468,16777216,924501,340073,256,6,5.404694587232527,4.744689872151794,197,8,0,2001952,0
13510,16777216,3023182,803488,320,4,4.853383305476776,3.5450376839904933,97,17,0,4883618,0
2485,1082535550,135209,24228,51488,10,7.911050651602937,7.45564255882869,17,4,1,70063,1
5361,16777216,3541098,1363302,320,6,5.144902525415452,4.336779109327003,81,7,1,2197218,0
8529,4194304,2092146,1400917,256,5,6.17464178677894,4.451660118698916,61,6,2,2806964,0
11400,4194304,4613392,845333,288,3,6.197783628091596,3.588914952872761,199,16,3,157322,0
6371,16777216,4651679,326188,352,6,4.66883174591633,3.5193261075204965,74,15,3,2366338,0
8827,16777216,416649,932802,288,4,5.503668837936199,4.323851853283756,244,18,4,2390680,0
1040,2497510473,46773,11991,27240,10,7.322769370700554,7.271305150550836,19,1,0,70329,1
2276,864074505,145953,41160,9040,11,7.3615321953118995,7.1358971317291955,25,1,0,20412,1
1667,595907903,141708,32129,64544,11,7.702808690074219,7.125273801011434,28,2,1,79226,1
4401,4194304,1773965,753033,288,6,6.146682801209661,4.444077892106488,123,17,1,3964629,0
13051,16777216,3622596,759063,320,6,5.012566816252445,5.092134199203434,86,15,4,2736049,0
11191,16777216,484086,1989717,256,5,4.475239429370937,4.6741308266976045,188,6,4,3639136,0
11325,4194304,4266024,551369,256,5,5.295951618192422,4.695276337919686,201,6,4,3428468,0
8787,16777216,4041673,1092763,256,4,6.036665665201946,3.7334371213519186,170,10,4,2982056,0
3717,3513598942,136599,7313,32476,10,7.6104713373064925,7.005638655035201,12,1,1,71988,1
6192,4194304,2423114,309695,320,6,5.096017726325372,4.406572149936306,175,17,0,2181867,0
5983,16777216,416585,438111,352,6,6.211287468416687,4.511311779280431,138,12,1,3429311,0
15406,4194304,2969667,1600820,320,4,4.157325032426367,4.2231398596852685,238,13,3,4113164,0
5819,4194304,1083736,1395495,288,3,4.714812372092356,5.083376290354632,71,8,4,3300357,0
16372,16777216,4470609,799139,320,5,6.159562375659387,4.479775583986464,189,18,0,1805889,0
15540,4194304,1016377,1874102,352,5,6.435552082088291,4.058879945438947,92,11,3,740559,0
15493,4194304,2607028,668693,352,5,6.199441140152176,5.06571543329085,135,14,0,758315,0
14406,16777216,1384123,1694730,320,4,5.223821998326193,3.862238775527363,205,10,0,3345347,0
4089,3092606351,68468,49872,47503,11,7.264287298436248,7.504032214597996,16,3,1,27728,1
10471,4194304,3759296,1397574,352,3,5.106318968933214,4.606796415235778,188,14,0,607894,0
14768,4194304,2734585,1179082,352,6,6.288114440075951,4.544353711983463,122,14,4,1254527,0
10340,4194304,212409,43513,288,5,6.242356979583269,5.140128976045991,192,5,4,319502,0
14382,4194304,3269923,102784,352,3,5.897160600648216,4.885950420398474,98,16,0,3199737,0
13072,4194304,1926703,708490,352,6,5.412070907906907,4.163788279701807,56,19,4,415867,0
2598,3699482002,195079,27141,9270,11,7.777113150318609,7.257864876343806,16,1,0,30822,1
9060,4194304,1595460,717010,288,4,6.401326159761762,4.2652585459691394,192,9,3,4148664,0
6424,4194304,2431559,1530778,288,6,6.121671717868324,5.121748035821252,71,6,4,1972675,0
14839,16777216,647015,1380102,320,5,6.402930977241707,5.029974357602496,193,8,2,2659107,0
11316,16777216,2079741,482695,320,4,6.304910835508023,3.6086205517214145,237,9,0,4782083,0
6487,16777216,917143,440375,256,6,4.625941497474558,3.5553283618126237,193,16,4,4102876,0
8260,4194304,4896688,1092639,256,4,5.110915406595581,4.496647648244181,246,18,2,3506047,0
2094,1330759172,145574,14545,26179,10,7.773141691477743,6.948095725745276,6,2,1,39528,1
10107,4194304,644023,1604098,352,5,4.54332950539587,4.5501895917123605,79,8,0,916334,0
7904,16777216,1278401,282603,256,5,6.066369653723867,4.258094141663813,176,10,0,584398,0
8585,4194304,2509263,1827326,352,6,5.615029309927099,5.294219687913307,228,5,4,1450106,0
16132,4194304,2865727,646134,256,3,5.72345113417537,3.9888060869560955,68,16,2,226125,0
10603,16777216,2568739,51843,288,4,4.0688690532286405,5.210867379274007,141,10,0,282513,0
2150,1577741230,149142,15639,14155,2,7.558978615254204,6.94674424254448,8,1,0,45358,1
15186,4194304,2100178,1139944,256,3,4.50476804632859,5.441665299714271,118,8,1,3784788,0
6957,16777216,798955,1464749,320,6,5.567814938280307,5.11306649529241,228,8,0,3530885,0
14543,4194304,1294517,817468,320,3,5.4787191851989885,4.556584979208713,190,8,3,1567442,0
12443,4194304,4403088,318420,288,6,5.979574607986711,4.352706489448714,184,8,3,4977334,0
14716,4194304,2426265,39838,320,3,4.7167300636426885,3.7729232604276968,59,12,3,99861,0
3382,2565805254,128433,23944,13730,11,7.789920756415505,7.1395724840223505,22,2,0,42997,1
4151,16777216,2255214,1129515,288,6,5.2984402929784435,4.874109166507267,229,18,0,4034486,0
13934,16777216,602107,894152,288,4,4.910892678337948,5.106699066845399,225,13,4,2170112,0
145,1168769069,198807,31579,24717,2,7.846487594412972,6.949667951074692,17,1,0,24394,1
3786,3352337219,171619,34533,21729,10,7.57819080974167,7.605529617732093,11,1,1,29276,1
13858,16777216,2536944,517022,352,6,5.671736907108548,4.853548611729636,75,16,0,931173,0
12113,4194304,1731692,727524,320,4,5.030262087952684,3.5103634996707154,73,15,0,2835106,0
7542,16777216,89404,1246642,352,6,4.721231507854869,3.91536450354135,155,6,4,4972000,0
71,3993421154,70473,24893,56347,2,7.512904556747651,7.309314177670094,23,1,0,18718,1
11066,4194304,1505991,1456993,288,6,4.469651813343805,4.650030083137008,89,11,4,3627721,0
11557,16777216,3371197,159949,288,3,5.671463614552461,4.331188395203413,130,5,2,1923437,0
5348,4194304,1607851,518085,256,3,5.639016456108038,3.947485587139475,239,12,0,1217316,0
12527,16777216,3768853,1747091,256,6,5.916753968580715,5.203299004668931,56,18,3,4860052,0
8189,16777216,1971361,1508250,320,3,5.451694171273101,4.164489030804176,57,16,3,3867498,0
15472,4194304,3246905,639342,288,4,5.79327679676601,5.419730714994459,192,7,2,123937,0
11673,4194304,1585101,952927,352,4,5.864712905737558,3.615528029189619,117,11,0,3938499,0
6199,4194304,3291290,1151952,352,6,5.381653390259117,4.368297568720745,132,18,4,3457562,0
4192,4194304,824181,212654,288,3,4.182951726452399,3.8146890776369906,208,11,1,1458537,0
10736,4194304,1050465,397501,352,4,6.27723237432477,5.153334442754108,230,19,4,4058045,0
6732,4194304,2066443,812514,320,5,4.68234952943725,4.724164509803792,92,16,0,3500142,0
5747,16777216,87542,1158845,256,6,5.504095922847157,4.458128729170456,242,17,1,3150680,0
12139,4194304,4653167,586802,320,6,4.99368520922662,4.497335666857722,138,17,0,149912,0
10892,16777216,3920522,642267,256,6,6.001124530796128,4.818571722838701,83,11,2,3414222,0
3577,2651974194,102376,12684,17607,11,7.32316712992736,6.824345536655194,4,2,0,28920,1
2774,2841277040,75543,44060,26352,1,7.855128112656044,7.383821503382677,28,2,0,64678,1
15805,16777216,4343746,403981,256,3,4.687329229925954,5.261605876075559,209,12,2,2778545,0
3656,3650342273,181643,35601,46518,1,7.42269536720988,7.495413415608292,7,4,0,72401,1
2563,1917371735,84405,39318,42256,2,7.662314252177062,7.464180812260821,22,3,1,73093,1
13887,16777216,1192194,1847372,256,3,5.582764342661589,4.0090944235720185,94,18,4,1963621,0
11236,16777216,3229149,104028,320,3,4.5358635923694575,3.5746695056883167,191,10,2,3019027,0
13147,4194304,2550438,766284,256,3,4.908669549325049,4.425642269114471,56,16,2,4520571,0
13465,16777216,1550850,464389,256,4,5.151903165729477,3.6897240602223764,219,14,0,295595,0
7959,16777216,2471862,1351564,288,6,4.440108299733139,4.263083301255792,79,8,0,3900880,0
8981,4194304,4156497,1729575,256,6,5.488039221291624,5.175959396468135,101,17,0,4396110,0
4376,4194304,2088625,99311,256,6,4.015145292825629,3.570779084725957,160,13,3,3860328,0
10186,4194304,3165453,25866,288,6,5.1327053020245685,4.025078431297994,173,17,1,1089842,0
10342,4194304,2573660,1616820,352,5,6.046754569257535,4.5971039652393735,148,17,0,3094863,0
11822,4194304,3657929,1731102,256,6,5.542821444211615,5.427042728118353,133,14,4,1051977,0
12694,16777216,421335,1981836,288,3,5.829181958669473,4.787915893218362,212,6,4,1365787,0
12241,4194304,3573993,742782,352,5,5.638985338388218,4.867425425913687,240,10,4,4649048,0
11215,16777216,1729102,1104769,352,6,6.1545627486043575,4.28809239300031,89,14,3,56305,0
5403,4194304,4023623,1682985,352,5,4.216210490613461,4.816480611622213,80,10,3,60583,0
15543,4194304,3881000,801889,352,5,4.093889558550853,5.013686086159097,203,16,3,4673388,0
769,1803666708,176419,14423,15499,2,7.5045390117070525,7.3728144120710475,14,2,1,72483,1
8203,16777216,1734950,1301059,320,3,4.257748675213275,5.482213448859197,166,12,2,2261397,0
12985,16777216,3561898,1562628,256,6,5.684727886019093,5.1489685424786575,63,18,4,792286,0
12423,16777216,2091255,1059525,320,4,6.3010011824001495,5.256058545373149,51,5,0,1246894,0
15874,4194304,2046604,1498661,256,4,5.076524756202085,3.920330324984623,147,13,4,155029,0
12675,4194304,1634796,1863844,352,6,6.422479665942284,4.274613210641291,164,6,1,4967770,0
124,2650319534,177210,25943,58260,10,7.752410506336563,6.849469914087075,10,2,1,46787,1
11126,4194304,626670,1751448,352,6,4.188209415695718,5.114002204791106,181,14,4,937990,0
6301,16777216,1724971,431840,256,6,5.2063436281137365,4.214034598001204,230,17,3,4316684,0
5715,16777216,514348,553581,352,3,5.872067501170862,4.399548883594556,117,15,1,644470,0
6984,4194304,1717827,1491330,352,6,6.106905712130045,3.5689202735566727,79,12,1,227793,0
7016,4194304,2621096,605578,320,5,5.284401127379224,4.273645691215458,100,18,0,3921063,0
13917,4194304,1470117,708933,352,4,4.732117098136772,4.750429579301331,200,8,3,1749320,0
12279,4194304,2591439,1494969,256,6,6.351527495418896,3.805387386999554,205,15,0,3949082,0
10747,4194304,2533746,1923421,352,3,5.502501377339195,5.449518667091221,212,5,1,2832635,0
15607,4194304,3945112,412786,288,4,6.149625142163835,3.8466535925919114,241,11,3,1562905,0
1427,3732243895,182575,14950,15849,1,7.268861877926306,7.790024914123176,21,3,0,57470,1
6550,4194304,4900893,451258,352,4,5.791663426161322,4.433413220164184,202,13,3,2847447,0
3005,441393946,6117,17216,44195,2,7.894192882730527,6.979935791577348,24,1,1,63544,1
6011,4194304,353319,1830223,352,3,4.495428074056089,3.8432750252576984,245,13,4,1363923,0
5155,4194304,4804748,128902,288,6,6.189541582243445,3.6629679602769327,244,11,1,662904,0
13684,4194304,2071198,1046741,320,4,6.292391464654461,5.139496979995677,181,6,3,1355859,0
8323,16777216,4850369,1192645,320,4,4.631128146741478,4.811804239327506,100,14,2,4125004,0
15577,4194304,3313502,60024,256,6,5.164021275017333,5.01710838842917,86,19,3,3735702,0
1838,2837890118,13378,48623,19507,9,7.775429489897164,7.27686706246279,9,4,0,35778,1
5203,16777216,2006679,1141247,288,6,4.861262129193867,3.746321171745779,190,11,0,1201183,0
2437,2706905739,66945,40973,42929,9,7.3783290592123585,6.970782095258362,6,3,1,39300,1
10436,16777216,1572288,1925770,288,5,5.0542213869589805,3.9805691267159697,90,17,4,4632172,0
6036,16777216,2643036,1038610,288,3,4.388864499843169,4.041650868893799,177,17,3,4024355,0
15266,4194304,110631,1081859,320,4,5.294349467685408,3.9321810766743868,205,18,1,464837,0
1614,1249721926,46329,13727,13374,10,7.563713209664306,7.4837758569838595,2,4,1,6827,1
143,3920601032,19117,2905,38831,11,7.545517077196556,7.407804667023012,20,1,1,5928,1
4116,4194304,1875947,1828508,352,5,5.667736898889157,4.087182619319426,107,16,4,2221689,0
10207,4194304,3746266,1897271,352,5,4.869676654302671,4.95606848275674,212,10,1,3215247,0
3638,4276931324,154715,1571,15865,1,7.380805648080956,7.629015372804899,8,4,1,23663,1
11258,4194304,2837138,1097792,288,3,4.325116100212165,5.096085468971017,65,6,1,3042959,0
5400,16777216,3163184,1666595,288,3,4.703114917185603,4.356226944730085,249,6,4,2381681,0
15815,4194304,1228024,1012860,352,3,4.453636138253602,5.09203278418319,113,19,1,3480012,0
4630,16777216,890084,1384086,256,3,6.304803301935724,4.376356581504427,233,19,0,4520635,0
16194,4194304,557609,1231074,352,4,4.772156887288152,4.806249335107882,96,12,1,1347134,0
2396,1142445144,118473,3856,2878,10,7.403585197877805,7.113528328837634,8,1,1,38201,1
1071,2625057845,48735,41668,43540,2,7.76462959677756,7.067710324869023,22,1,1,35387,1
11541,16777216,1160858,949567,352,5,5.644390808959926,4.918457972154397,194,8,1,2628031,0
5957,4194304,3280382,677631,352,6,4.187496223247599,4.954296992343881,164,11,1,244019,0
2672,2046759058,165991,7202,47421,2,7.271548823306632,7.42856117099808,15,4,0,68067,1
4913,16777216,2157333,1634647,352,6,5.516696288144934,4.977063218041444,175,6,0,1155058,0
2034,4276118128,191079,4071,53886,9,7.618235074975411,7.650880809755903,28,4,0,43934,1
12226,4194304,1229775,1332046,256,4,5.298284768539229,4.068597368823035,182,11,1,3632520,0
3981,3055819054,119759,24428,14225,11,7.430871686164128,6.9410398446828445,5,4,1,32327,1
15539,4194304,2933101,990747,352,5,5.201284287048372,4.347916742006334,229,17,2,2235509,0
13610,4194304,4668020,1647904,288,5,4.460350466733523,3.5294948938026574,187,18,0,2241058,0
5551,4194304,4260078,1436079,288,3,6.3939810854854295,4.261325855403282,141,12,2,1942646,0
9937,16777216,3406166,1368380,320,3,6.099835235492971,4.397341240309768,238,12,0,2570454,0
9748,4194304,408774,1702979,320,4,4.026884294000064,4.173895463143238,152,6,1,4461871,0
4162,4194304,2412302,1168178,288,3,5.665446630287557,3.9036369871260908,65,12,4,3689195,0
9153,4194304,1741350,808599,352,5,4.214772262374896,4.575411970107467,92,14,1,2632622,0
10261,4194304,3835614,211971,352,4,6.197509712006799,4.26564965354026,242,17,4,279281,0
2518,2303403423,34646,43811,55225,2,7.720446852575391,7.434682469043996,25,3,1,67902,1
13755,16777216,2325561,863906,288,3,5.90796770598811,4.987698786200043,75,12,3,2557294,0
11130,16777216,3792661,296872,320,6,5.127971113833831,3.809447798017753,112,19,3,3855523,0
4149,4194304,2615828,59310,256,3,4.36634743140083,4.1343393893164775,227,8,4,2135180,0
114,2409120395,102154,2380,65083,11,7.267329552550269,7.549507138100008,29,4,1,46435,1
1651,3590450577,83039,7342,41961,1,7.995950514258899,7.201876336065116,20,4,1,26685,1
14960,16777216,109656,1626470,256,3,4.886638940140911,4.9907113305605275,170,10,0,3212021,0
15969,16777216,3761043,1633303,256,3,4.077889527066676,5.407933434293774,156,15,1,3787154,0
3234,3071174790,19485,2310,27818,2,7.8881092064969875,7.016496162706422,10,4,1,4148,1
15915,16777216,1360322,1708724,256,6,4.8557875156190144,4.617587167448336,57,15,0,3057140,0
10425,16777216,1170240,554594,256,5,5.540218104852931,4.746719849926805,55,7,4,3794316,0
16328,4194304,1920296,279090,288,6,5.675911259572529,4.668043901652375,53,9,1,3210159,0
12331,16777216,3665167,1197485,320,3,4.283043207517629,4.118819874723253,220,8,1,4872631,0
10742,16777216,1798590,270384,320,3,5.963015339857978,5.389993655788676,59,9,2,4947228,0
15914,4194304,3669800,79810,320,3,5.267067415543874,5.303148654331139,229,11,3,4911699,0
5173,16777216,2657527,993576,320,6,6.000621109022169,5.112334993512061,112,16,1,3260163,0
2244,1620885069,97940,9245,59770,10,7.788436081326207,7.269023431480573,10,2,1,56915,1
2254,2383947012,130548,3609,5237,1,7.93203969518258,7.089821018926691,26,4,0,33665,1
3186,2801252406,186570,28213,25414,2,7.517638640450466,7.456920774496329,6,2,0,11871,1
7160,16777216,809981,1175351,256,5,4.735807437087084,4.898624751388219,140,17,3,1774466,0
8452,16777216,2670487,1686485,256,4,6.450031612362398,4.285503786442407,108,18,4,2312744,0
9234,16777216,1253499,222237,288,4,4.20479971046332,4.812834247321467,124,13,0,4579895,0
14362,16777216,776379,680503,352,4,5.187493626785935,3.5204907207669587,128,7,4,1066160,0
6552,16777216,697907,948563,256,5,5.749805901994312,4.359258191996884,176,13,2,330868,0
13112,16777216,1331153,1118298,352,4,4.389753223134931,4.711697790663155,97,12,0,2515318,0
582,893619794,87368,16000,50956,11,7.253087104596884,6.8964099343659155,3,4,1,37512,1
2675,440022655,86400,19616,36901,9,7.591561467063134,6.927542329634189,21,2,0,4217,1
12265,16777216,1877900,656040,288,4,6.160346692051331,3.6696756191628888,54,11,2,2535419,0
2124,2513700308,117083,29721,35642,9,7.513058584111722,7.522167110910527,28,3,0,57468,1
8693,16777216,2406862,77416,320,4,4.545372961402578,5.3296846974052645,209,17,0,1109092,0
2098,2290258685,72670,48791,26357,10,7.848070768780872,7.408125974631964,4,4,1,67867,1
14554,4194304,1156772,1752719,352,5,4.594966219081507,5.374622607942648,91,15,1,941286,0
13158,16777216,3202647,1986851,288,5,4.48500011123236,3.986710507840554,104,12,2,4403661,0
5813,16777216,479221,1359838,320,6,5.079125520253132,3.5057426221896257,187,19,0,4762226,0
7095,16777216,4221140,562242,352,3,5.772609075586093,3.7946692008710876,167,13,0,719728,0
711,2366962669,76874,20551,6202,10,7.635625757985552,7.563268946305852,17,3,1,66331,1
16347,16777216,3052503,794907,288,3,4.867400063418825,4.176171162667909,240,14,3,441873,0
4276,4194304,3091211,331947,320,4,6.404539353500699,4.8203516286394015,165,9,4,1223475,0
9784,16777216,1239236,175702,256,4,4.476606891514981,4.546933573262162,75,10,1,1120877,0
13937,16777216,3585647,1224477,288,3,6.1980646420339145,5.09482453919394,200,7,4,3251074,0
5438,4194304,214997,1883320,288,6,4.558611541824597,4.919724598454998,137,17,3,758742,0
10652,4194304,1672648,1420635,320,5,5.281533120134071,4.476503780562599,128,16,4,4850198,0
7338,16777216,2962710,563652,352,5,4.388988892710613,4.644861884495784,91,13,1,2020426,0
14288,16777216,1266213,111378,352,6,4.768002834080783,5.44802830089085,181,5,3,2480470,0
8195,4194304,3703196,485165,256,6,4.046876466840698,3.9340926063165194,135,14,4,4457156,0
10621,4194304,4194119,1691790,352,3,5.007098349983421,4.65070724063033,231,9,1,827824,0
5618,4194304,1711350,1246702,256,6,5.798937486739655,4.638083554316871,238,7,3,146786,0
3474,2170417348,173474,42538,63066,10,7.991634114571901,7.41380594762208,7,3,1,40329,1
3422,3280679176,100218,49413,10005,9,7.590033959341129,7.18997966783453,8,2,0,38607,1
10123,4194304,2363603,1583821,256,5,5.664786751506233,5.3166742997086,61,18,2,3496096,0
838,4203588167,47744,24416,63144,1,7.387864813115961,6.971908695829149,19,3,1,40693,1
4901,16777216,3285965,357039,320,4,5.670139964216872,3.727016242617107,79,16,3,4872033,0
12356,16777216,2040136,601849,352,5,5.070070453954216,4.883718947944664,83,17,1,2557065,0
14419,4194304,3300547,77487,320,6,6.024422947619886,4.629684701995817,244,12,3,1411829,0
10249,4194304,1792650,1253273,352,3,5.706223215005171,4.798194023527065,204,12,3,3116303,0
9623,16777216,4474028,1710241,256,3,5.63341071650758,4.815937928988642,245,8,4,4729940,0
1725,2260816146,105974,3167,14354,1,7.856003755920361,6.903467392584575,23,2,1,54091,1
5430,16777216,4721801,1116196,352,4,5.26927210883281,5.40406339710645,248,9,0,4999011,0
14032,16777216,2915171,1838072,320,4,5.02507428427578,4.367498718886348,211,19,4,2146474,0
3404,3387805818,7538,2719,29610,9,7.241525750460397,7.365415481618873,28,2,0,46113,1
12442,16777216,1831972,1609497,288,5,6.27746459874451,4.7606667741572615,98,16,3,4738991,0
4041,2611587955,23004,3642,3077,1,7.7336101299785485,7.066974583605303,18,2,1,16999,1
15118,4194304,1338138,1331247,256,5,4.65142329106369,4.598818982680277,218,18,4,2746662,0
1316,4132209711,137875,34309,11890,1,7.951857379844314,7.578223865586877,2,4,1,61358,1
14192,16777216,4948085,669514,288,4,6.006614853482728,4.941924327653423,230,15,4,4552130,0
546,3649871813,49277,37984,34386,10,7.926964935616828,7.101935021141477,13,2,0,21714,1
2339,3805677622,65382,23981,53743,2,7.306368721574945,7.645219674461353,22,3,0,15790,1
15720,16777216,2880617,1722521,256,3,6.319595545208042,4.117939084818632,78,15,1,1426692,0
